"index","id","version","set_num"
"6851","9866","1","6760-1"
"6852","9867","1","41060-1"
"6853","9868","1","40125-1"
"6854","9869","1","7324-14"
"6855","9870","1","1070-1"
"6856","9871","1","4996-1"
"6857","9872","1","4164-1"
"6858","9873","1","1177-1"
"6859","9875","1","79119-1"
"6860","9876","1","40132-1"
"6861","9877","1","9472-1"
"6862","9882","1","2824-11"
"6863","9883","1","10159-2"
"6864","9885","1","4101-1"
"6865","9886","1","4124-25"
"6866","9888","1","76020-1"
"6867","9889","1","242I-1"
"6868","9892","1","4032-4"
"6869","9894","1","70727-1"
"6870","9896","1","e1a1402-1"
"6871","9897","1","DCSHDVD1-1"
"6872","9898","1","3665-1"
"6873","9899","1","5945-1"
"6874","9900","1","8419-1"
"6875","9901","1","7236-1"
"6876","9902","1","180-1"
"6877","9903","1","8726-1"
"6878","9904","1","comcon002-1"
"6879","9905","1","8833-17"
"6880","9906","1","551-1"
"6881","9907","1","104-1"
"6882","9909","1","4507-1"
"6883","9910","1","686-1"
"6884","9912","1","6596-1"
"6885","9913","1","3709-1"
"6886","9914","1","4308-1"
"6887","9915","1","493-1"
"6888","9916","1","41515-1"
"6889","9917","1","7157-1"
"6890","9919","1","1556-1"
"6891","9920","1","6252-1"
"6892","9921","1","1617-1"
"6893","9922","1","5074-1"
"6894","9924","1","236-3"
"6895","9925","1","K5300-1"
"6896","9926","1","41016-1"
"6897","9928","1","75085-1"
"6898","9929","1","4924-4"
"6899","9930","1","7117-1"
"6900","9932","1","60138-1"
"6901","9934","1","5263-1"
"6902","9935","1","8085-1"
"6903","9936","1","190-1"
"6904","9937","1","8560-1"
"6905","9938","1","71004-9"
"6906","9939","1","4751-1"
"6907","9940","1","10695-1"
"6908","9941","1","7801-1"
"6909","9942","1","3535-1"
"6910","9943","1","5000068-1"
"6911","9945","1","70336-1"
"6912","9946","1","335-2"
"6913","9947","1","31000-1"
"6914","9948","1","6817-1"
"6915","9950","1","4032-7"
"6916","9952","1","2856134-1"
"6917","9953","1","9456-1"
"6918","9954","1","1726-1"
"6919","9955","1","5000021-1"
"6920","9956","1","8037-1"
"6921","9957","1","6854-1"
"6922","9958","1","5857-1"
"6923","9959","1","134-2"
"6924","9960","1","71005-17"
"6925","9961","1","5576-1"
"6926","9963","1","8641-1"
"6927","9964","1","4665-1"
"6928","9965","1","auditt-1"
"6929","9967","1","10615-1"
"6930","9969","1","20014-1"
"6931","9970","1","1598-1"
"6932","9971","1","10247-1"
"6933","9973","1","70784-1"
"6934","9974","1","359-1"
"6935","9975","1","8939-1"
"6936","9978","1","970-2"
"6937","9981","1","1831-1"
"6938","9982","1","7101-1"
"6939","9984","1","75056-13"
"6940","9985","1","1625-1"
"6941","9986","1","10000-1"
"6942","9987","1","471-1"
"6943","9988","1","30602-1"
"6944","9989","1","3734-1"
"6945","9990","1","10152-3"
"6946","9991","1","9642-1"
"6947","9992","1","10527-1"
"6948","9993","1","8803-13"
"6949","9995","1","7181-1"
"6950","9996","1","5127-1"
"6951","9999","1","6465-1"
"6952","10000","1","70901-1"
"6953","10001","1","71008-10"
"6954","10002","1","3021-1"
"6955","10003","1","4559385-1"
"6956","10004","1","803-2"
"6957","10005","1","853344-1"
"6958","10006","1","70208-1"
"6959","10008","1","76067-1"
"6960","10009","1","6299-9"
"6961","10010","1","6463-1"
"6962","10011","1","1478-1"
"6963","10013","1","852549-1"
"6964","10014","1","C8511-1"
"6965","10015","1","1222-2"
"6966","10016","1","262-2"
"6967","10018","1","5033-1"
"6968","10021","1","6933-1"
"6969","10022","1","8225-1"
"6970","10024","1","7600-1"
"6971","10025","1","71001-11"
"6972","10026","1","4151-1"
"6973","10027","1","4032-6"
"6974","10028","1","66255-1"
"6975","10029","1","3444-1"
"6976","10031","1","4916-1"
"6977","10032","1","5000196304-1"
"6978","10034","1","5153-1"
"6979","10036","1","1160-1"
"6980","10037","1","7452-1"
"6981","10038","1","76055-1"
"6982","10039","1","30259-1"
"6983","10041","1","901-1"
"6984","10042","1","1039-1"
"6985","10043","1","66256-1"
"6986","10047","1","76065-1"
"6987","10048","1","21013-1"
"6988","10050","1","1432-1"
"6989","10052","1","71001-18"
"6990","10054","1","3341-1"
"6991","10055","1","8687-1"
"6992","10056","1","20001-1"
"6993","10059","1","30271-1"
"6994","10060","1","6089-1"
"6995","10062","1","4866-1"
"6996","10063","1","AMFlag-1"
"6997","10064","1","8790-1"
"6998","10066","1","7687-7"
"6999","10067","1","5302-1"
"7000","10069","1","75072-1"
"7001","10071","1","8602-1"
"7002","10072","1","6153-1"
"7003","10073","1","8211-1"
"7004","10074","1","8883-1"
"7005","10075","1","3343-1"
"7006","10077","1","7904-7"
"7007","10078","1","4222-1"
"7008","10079","1","40010-1"
"7009","10080","1","3507-1"
"7010","10081","1","7796-1"
"7011","10082","1","8369-2"
"7012","10083","1","8636-1"
"7013","10084","1","6625-1"
"7014","10085","1","6271-1"
"7015","10088","1","LLOlli-1"
"7016","10089","1","cokejpiii-1"
"7017","10090","1","7724-7"
"7018","10091","1","5001380-1"
"7019","10092","1","5913-1"
"7020","10094","1","5883-1"
"7021","10096","1","6830-1"
"7022","10097","1","5285-1"
"7023","10098","1","6845-1"
"7024","10100","1","1990-1"
"7025","10101","1","3817-1"
"7026","10104","1","30019-1"
"7027","10107","1","3489-1"
"7028","10109","1","4884-1"
"7029","10110","1","4212-1"
"7030","10114","1","4919-1"
"7031","10115","1","6457-1"
"7032","10116","1","1255-1"
"7033","10117","1","1688-1"
"7034","10119","1","228-1"
"7035","10121","1","4990-1"
"7036","10122","1","LLCA26-1"
"7037","10123","1","5973-1"
"7038","10124","1","852445-1"
"7039","10125","1","3487-1"
"7040","10127","1","31035-1"
"7041","10128","1","71216-1"
"7042","10129","1","8557-1"
"7043","10131","1","1422-1"
"7044","10132","1","4515-1"
"7045","10133","1","3421-1"
"7046","10136","1","850913-1"
"7047","10137","1","230-2"
"7048","10138","1","7904-18"
"7049","10139","1","71017-10"
"7050","10141","1","71312-1"
"7051","10143","1","9392-1"
"7052","10145","1","639-1"
"7053","10146","1","41085-1"
"7054","10147","1","1320-1"
"7055","10148","1","7553-7"
"7056","10149","1","8601-1"
"7057","10150","1","41513-1"
"7058","10151","1","9935-1"
"7059","10152","1","41558-1"
"7060","10153","1","60007-1"
"7061","10154","1","30087-1"
"7062","10155","1","10558-1"
"7063","10157","1","4186868-1"
"7064","10158","1","K10020-1"
"7065","10160","1","41531-1"
"7066","10161","1","79102-1"
"7067","10162","1","4590-1"
"7068","10163","1","8900-1"
"7069","10165","1","7045-1"
"7070","10166","1","40069-1"
"7071","10168","1","6710-1"
"7072","10170","1","60013-1"
"7073","10172","1","70903-1"
"7074","10173","1","8521-1"
"7075","10174","1","6239-1"
"7076","10175","1","2584-1"
"7077","10176","1","71012-8"
"7078","10177","1","8755-1"
"7079","10178","1","7092-1"
"7080","10179","1","70750-1"
"7081","10180","1","66412-1"
"7082","10182","1","40123-1"
"7083","10183","1","8640-1"
"7084","10184","1","30152-1"
"7085","10187","1","30397-1"
"7086","10188","1","4024-25"
"7087","10190","1","3871-1"
"7088","10191","1","6066-1"
"7089","10192","1","41098-1"
"7090","10195","1","6369-1"
"7091","10199","1","41577-1"
"7092","10200","1","75828-1"
"7093","10201","1","7976-1"
"7094","10202","1","60068-1"
"7095","10203","1","3490-1"
"7096","10206","1","4619-1"
"7097","10207","1","6406-1"
"7098","10208","1","8941-1"
"7099","10209","1","6176-1"
"7100","10210","1","1076-11"
"7101","10212","1","850529-1"
"7102","10213","1","SDCC2015-2"
"7103","10214","1","1151-1"
"7104","10215","1","71013-2"
"7105","10216","1","10517-1"
"7106","10218","1","7904-12"
"7107","10219","1","3461-1"
"7108","10220","1","75023-13"
"7109","10221","1","21009-1"
"7110","10222","1","5248-1"
"7111","10223","1","5002210-1"
"7112","10225","1","5003561-1"
"7113","10226","1","700.3.4-1"
"7114","10227","1","821264-1"
"7115","10228","1","30082-1"
"7116","10229","1","K4751-1"
"7117","10230","1","462-1"
"7118","10231","1","995-1"
"7119","10232","1","7979-22"
"7120","10234","1","1642-1"
"7121","10235","1","65362-1"
"7122","10236","1","8432-1"
"7123","10237","1","1572-1"
"7124","10240","1","5600-1"
"7125","10243","1","852995-1"
"7126","10244","1","250-3"
"7127","10246","1","5310-1"
"7128","10248","1","7959-1"
"7129","10250","1","8635-1"
"7130","10251","1","311-3"
"7131","10252","1","850896-1"
"7132","10254","1","2824-3"
"7133","10255","1","6491-1"
"7134","10256","1","5838-1"
"7135","10257","1","71014-9"
"7136","10259","1","5001130-1"
"7137","10261","1","8909-7"
"7138","10262","1","7124-1"
"7139","10263","1","952-1"
"7140","10264","1","521-10"
"7141","10265","1","C8512-1"
"7142","10266","1","742-1"
"7143","10267","1","9645-1"
"7144","10269","1","1766-1"
"7145","10271","1","8026-1"
"7146","10273","1","880002-1"
"7147","10277","1","30279-1"
"7148","10279","1","4285969-1"
"7149","10281","1","71012-6"
"7150","10282","1","2000430-1"
"7151","10283","1","3026-1"
"7152","10284","1","5685-1"
"7153","10286","1","723-1"
"7154","10288","1","70210-1"
"7155","10289","1","1203-1"
"7156","10291","1","9255-1"
"7157","10293","1","3578-1"
"7158","10294","1","10148-1"
"7159","10298","1","10192-1"
"7160","10299","1","7695-1"
"7161","10301","1","76002-1"
"7162","10302","1","4346-2"
"7163","10304","1","10076-1"
"7164","10305","1","691-1"
"7165","10306","1","10193-1"
"7166","10309","1","1045-2"
"7167","10315","1","2996-1"
"7168","10316","1","8089-1"
"7169","10318","1","K4609-1"
"7170","10319","1","8683-8"
"7171","10321","1","623-1"
"7172","10326","1","6957-1"
"7173","10327","1","70221-1"
"7174","10328","1","4572-1"
"7175","10331","1","31011-1"
"7176","10332","1","5574-1"
"7177","10333","1","315-3"
"7178","10334","1","7575-24"
"7179","10335","1","361-2"
"7180","10336","1","3704-1"
"7181","10339","1","6863-1"
"7182","10341","1","Elmhurst-1"
"7183","10343","1","5308-1"
"7184","10344","1","9650-1"
"7185","10345","1","40035-1"
"7186","10346","1","8066-1"
"7187","10347","1","60063-16"
"7188","10348","1","3318-1"
"7189","10350","1","9859-1"
"7190","10351","1","76056-1"
"7191","10352","1","6310-1"
"7192","10353","1","lwp02-1"
"7193","10355","1","6658-1"
"7194","10356","1","4064-1"
"7195","10357","1","850791-1"
"7196","10359","1","5247-1"
"7197","10360","1","6235-1"
"7198","10361","1","7900-1"
"7199","10364","1","71014-1"
"7200","10366","1","334-1"
"7201","10367","1","41007-1"
"7202","10368","1","836-1"
"7203","10369","1","40215-1"
"7204","10370","1","4626-1"
"7205","10371","1","41511-1"
"7206","10372","1","9959-1"
"7207","10373","1","5397-1"
"7208","10374","1","8681-1"
"7209","10377","1","6990-1"
"7210","10378","1","7904-24"
"7211","10380","1","EL241502-1"
"7212","10382","1","41529-1"
"7213","10383","1","8841-1"
"7214","10385","1","41016-16"
"7215","10387","1","850839-1"
"7216","10388","1","8912-1"
"7217","10389","1","8592-1"
"7218","10391","1","VP-13"
"7219","10392","1","9968-1"
"7220","10394","1","75821-1"
"7221","10396","1","5515-1"
"7222","10397","1","79116-1"
"7223","10401","1","1103-2"
"7224","10402","1","3425-2"
"7225","10404","1","75023-25"
"7226","10405","1","kaborient-1"
"7227","10406","1","1720-1"
"7228","10407","1","42001-1"
"7229","10408","1","693-1"
"7230","10409","1","128-1"
"7231","10410","1","700.1.4-1"
"7232","10413","1","7208-1"
"7233","10414","1","DKPirates-1"
"7234","10415","1","3774-1"
"7235","10416","1","40045-2"
"7236","10418","1","41077-1"
"7237","10419","1","40136-1"
"7238","10420","1","45002-1"
"7239","10421","1","K5974-1"
"7240","10424","1","71017-5"
"7241","10425","1","1227-1"
"7242","10426","1","212-1"
"7243","10427","1","sw117promo-1"
"7244","10428","1","60019-1"
"7245","10429","1","519-12"
"7246","10430","1","7529-1"
"7247","10431","1","1309-1"
"7248","10432","1","9509-2"
"7249","10433","1","6439-1"
"7250","10435","1","66246-1"
"7251","10436","1","810-3"
"7252","10437","1","8461-1"
"7253","10439","1","70504-1"
"7254","10441","1","911615-1"
"7255","10442","1","5280-1"
"7256","10443","1","6620-1"
"7257","10446","1","70805-1"
"7258","10447","1","1388-1"
"7259","10448","1","8363-1"
"7260","10449","1","8239-1"
"7261","10451","1","4924-23"
"7262","10452","1","7600-12"
"7263","10454","1","113-2"
"7264","10455","1","comcon031-1"
"7265","10456","1","2824-21"
"7266","10457","1","853472-1"
"7267","10459","1","9785-1"
"7268","10460","1","1437-1"
"7269","10463","1","20207-1"
"7270","10465","1","8233-1"
"7271","10466","1","344-2"
"7272","10467","1","347-1"
"7273","10468","1","3555-1"
"7274","10469","1","71302-1"
"7275","10471","1","5962-1"
"7276","10472","1","4782-2"
"7277","10473","1","7961-1"
"7278","10474","1","40029-1"
"7279","10476","1","3561-1"
"7280","10478","1","71000-1"
"7281","10480","1","6884-1"
"7282","10481","1","K5850-1"
"7283","10482","1","3349-1"
"7284","10484","1","6878-1"
"7285","10485","1","9843-1"
"7286","10486","1","75823-1"
"7287","10487","1","1513-2"
"7288","10489","1","Hanover-1"
"7289","10492","1","10804-1"
"7290","10493","1","71010-16"
"7291","10494","1","8668-1"
"7292","10495","1","7324-23"
"7293","10496","1","853451-1"
"7294","10498","1","3739-1"
"7295","10500","1","7774-1"
"7296","10501","1","5625-1"
"7297","10502","1","45103-1"
"7298","10503","1","852132-1"
"7299","10505","1","NEX271610-1"
"7300","10507","1","42037-1"
"7301","10508","1","10147-1"
"7302","10509","1","45514-1"
"7303","10511","1","W991526-1"
"7304","10514","1","40063-1"
"7305","10515","1","78579-2"
"7306","10516","1","271605-1"
"7307","10517","1","8129-1"
"7308","10519","1","3673-1"
"7309","10522","1","3579-1"
"7310","10525","1","41524-1"
"7311","10526","1","4015-1"
"7312","10527","1","60024-14"
"7313","10528","1","8623-1"
"7314","10530","1","4666-1"
"7315","10531","1","4781-1"
"7316","10532","1","10090-1"
"7317","10533","1","3-8"
"7318","10535","1","5078-1"
"7319","10538","1","3425-1"
"7320","10539","1","850152-1"
"7321","10540","1","5873-1"
"7322","10541","1","9516-1"
"7323","10542","1","851369-1"
"7324","10543","1","1547-1"
"7325","10545","1","3933-1"
"7326","10546","1","1637-1"
"7327","10547","1","8214-1"
"7328","10548","1","6951-1"
"7329","10551","1","7575-19"
"7330","10554","1","6266-1"
"7331","10557","1","30195-1"
"7332","10558","1","9492-1"
"7333","10559","1","2192-1"
"7334","10560","1","42054-1"
"7335","10561","1","5001137-1"
"7336","10563","1","5384-1"
"7337","10564","1","8307-1"
"7338","10565","1","4310-1"
"7339","10568","1","60063-9"
"7340","10569","1","6949-1"
"7341","10570","1","10132-1"
"7342","10572","1","5003024-1"
"7343","10573","1","7687-13"
"7344","10574","1","7624-1"
"7345","10575","1","810005-1"
"7346","10576","1","10124-1"
"7347","10577","1","70603-1"
"7348","10580","1","8981-1"
"7349","10581","1","5002127-1"
"7350","10582","1","71010-12"
"7351","10583","1","7335-1"
"7352","10584","1","6955-1"
"7353","10585","1","30473-1"
"7354","10586","1","20015-1"
"7355","10587","1","7821-1"
"7356","10588","1","8646-1"
"7357","10590","1","40013-1"
"7358","10591","1","4982-1"
"7359","10592","1","7553-6"
"7360","10593","1","40009-1"
"7361","10599","1","40158-1"
"7362","10601","1","8582-1"
"7363","10602","1","6268-1"
"7364","10604","1","504-1"
"7365","10607","1","2125-1"
"7366","10608","1","218-2"
"7367","10610","1","4488-1"
"7368","10611","1","4032-9"
"7369","10614","1","8194-1"
"7370","10616","1","7819-1"
"7371","10618","1","5304-1"
"7372","10619","1","6384-1"
"7373","10620","1","5004127-1"
"7374","10621","1","7958-8"
"7375","10622","1","8490-1"
"7376","10623","1","8484-1"
"7377","10627","1","2140-1"
"7378","10628","1","8378-1"
"7379","10629","1","3077-1"
"7380","10631","1","4524-7"
"7381","10632","1","10590-1"
"7382","10633","1","41535-1"
"7383","10634","1","5381-1"
"7384","10635","1","4400-1"
"7385","10637","1","302-1"
"7386","10638","1","8236-1"
"7387","10639","1","8684-13"
"7388","10640","1","71305-1"
"7389","10641","1","6309-1"
"7390","10642","1","41178-1"
"7391","10643","1","3838-1"
"7392","10645","1","K7153-1"
"7393","10646","1","53850015-1"
"7394","10648","1","392-1"
"7395","10649","1","8801-1"
"7396","10650","1","7595-1"
"7397","10651","1","5002942-1"
"7398","10652","1","7553-13"
"7399","10653","1","5072-1"
"7400","10654","1","LOC471408-1"
"7401","10655","1","850967-1"
"7402","10656","1","66306-1"
"7403","10657","1","2856195-1"
"7404","10660","1","7907-5"
"7405","10663","1","9509-5"
"7406","10665","1","5034-1"
"7407","10668","1","70315-1"
"7408","10669","1","509-1"
"7409","10670","1","5525-1"
"7410","10671","1","60120-1"
"7411","10674","1","30196-1"
"7412","10675","1","6783-1"
"7413","10676","1","66395-1"
"7414","10677","1","1741-1"
"7415","10678","1","853465-1"
"7416","10681","1","6079-1"
"7417","10682","1","7958-15"
"7418","10683","1","8679-1"
"7419","10684","1","comcon006-1"
"7420","10685","1","30051-1"
"7421","10686","1","70732-1"
"7422","10687","1","6968-1"
"7423","10689","1","7867-1"
"7424","10690","1","6638-1"
"7425","10692","1","3366-1"
"7426","10693","1","4853-1"
"7427","10696","1","8128-1"
"7428","10697","1","936-1"
"7429","10698","1","4124-9"
"7430","10702","1","41502-1"
"7431","10703","1","1076-23"
"7432","10704","1","8590-1"
"7433","10705","1","645-2"
"7434","10706","1","76061-1"
"7435","10707","1","5053-1"
"7436","10708","1","41123-1"
"7437","10709","1","4435-1"
"7438","10710","1","71004-4"
"7439","10711","1","42000-1"
"7440","10712","1","8098-1"
"7441","10713","1","4938-1"
"7442","10716","1","6775-1"
"7443","10717","1","3348-1"
"7444","10718","1","4229-1"
"7445","10719","1","1254-1"
"7446","10720","1","7286-1"
"7447","10721","1","4956-1"
"7448","10722","1","3627-1"
"7449","10723","1","970121-1"
"7450","10724","1","392-2"
"7451","10727","1","4132-1"
"7452","10728","1","10595-1"
"7453","10729","1","426-1"
"7454","10731","1","70200-1"
"7455","10732","1","6299-24"
"7456","10734","1","6627-1"
"7457","10735","1","3679-1"
"7458","10737","1","7669-1"
"7459","10738","1","41086-1"
"7460","10739","1","6100-1"
"7461","10740","1","970043-1"
"7462","10742","1","4896-1"
"7463","10744","1","6580-1"
"7464","10747","1","7065-1"
"7465","10748","1","677-1"
"7466","10750","1","40020-1"
"7467","10751","1","30272-1"
"7468","10752","1","4659602-1"
"7469","10753","1","6307-1"
"7470","10754","1","1769-1"
"7471","10755","1","5526-1"
"7472","10757","1","6107-1"
"7473","10760","1","853450-1"
"7474","10761","1","1200-1"
"7475","10762","1","4280-1"
"7476","10764","1","358-1"
"7477","10766","1","4437-1"
"7478","10769","1","1209-1"
"7479","10770","1","1298-1"
"7480","10773","1","40139-1"
"7481","10775","1","1298-18"
"7482","10776","1","1114-1"
"7483","10778","1","comcon024-1"
"7484","10779","1","K8615-1"
"7485","10780","1","914-1"
"7486","10781","1","14-3"
"7487","10782","1","75056-25"
"7488","10783","1","3316-2"
"7489","10784","1","7907-22"
"7490","10787","1","8024-1"
"7491","10788","1","31017-1"
"7492","10789","1","1479-1"
"7493","10790","1","K3731-1"
"7494","10791","1","2126-1"
"7495","10792","1","1971-1"
"7496","10793","1","1298-2"
"7497","10794","1","40210-1"
"7498","10795","1","5370-1"
"7499","10796","1","721-1"
"7500","10797","1","4014-1"
"7501","10798","1","1323-1"
"7502","10799","1","K10176-1"
"7503","10801","1","8688-1"
"7504","10802","1","8894-1"
"7505","10803","1","10047-1"
"7506","10804","1","235-2"
"7507","10806","1","66387-1"
"7508","10808","1","21107-1"
"7509","10809","1","6299-2"
"7510","10810","1","21032-1"
"7511","10811","1","4911-1"
"7512","10812","1","41101-1"
"7513","10813","1","7469-1"
"7514","10817","1","70320-1"
"7515","10819","1","5627-1"
"7516","10821","1","7896-1"
"7517","10822","1","5842-1"
"7518","10823","1","700.C.3-1"
"7519","10824","1","4428-5"
"7520","10825","1","7574-1"
"7521","10827","1","8532-1"
"7522","10828","1","6892-1"
"7523","10829","1","850972-1"
"7524","10830","1","5003545-1"
"7525","10831","1","8208-1"
"7526","10832","1","6150-1"
"7527","10833","1","40026-1"
"7528","10834","1","5004281-1"
"7529","10835","1","41016-2"
"7530","10836","1","LOC2-14"
"7531","10837","1","1510-1"
"7532","10838","1","7151-1"
"7533","10840","1","30006-1"
"7534","10841","1","7415-1"
"7535","10843","1","7285-1"
"7536","10844","1","8980-1"
"7537","10846","1","6060-1"
"7538","10847","1","4476-1"
"7539","10848","1","600-1"
"7540","10850","1","K8592-1"
"7541","10851","1","4000011-1"
"7542","10852","1","44002-1"
"7543","10854","1","1417-2"
"7544","10855","1","7687-12"
"7545","10856","1","4124-4"
"7546","10857","1","8795-1"
"7547","10858","1","7784-1"
"7548","10860","1","75001-1"
"7549","10861","1","75056-11"
"7550","10864","1","3057-1"
"7551","10867","1","3221-1"
"7552","10868","1","5148-1"
"7553","10869","1","4882-1"
"7554","10870","1","1101-1"
"7555","10871","1","4524-16"
"7556","10873","1","6605-1"
"7557","10874","1","7558-1"
"7558","10875","1","71012-16"
"7559","10876","1","194-1"
"7560","10877","1","1352-1"
"7561","10878","1","3312-1"
"7562","10880","1","8463-1"
"7563","10883","1","970628-1"
"7564","10884","1","850997-1"
"7565","10885","1","8734-1"
"7566","10887","1","4513-1"
"7567","10888","1","HPG02-1"
"7568","10889","1","832-1"
"7569","10890","1","10687-1"
"7570","10891","1","71008-15"
"7571","10893","1","4024-18"
"7572","10894","1","6964-1"
"7573","10895","1","850894-1"
"7574","10896","1","2541-1"
"7575","10897","1","6564-1"
"7576","10898","1","2134-1"
"7577","10899","1","8803-3"
"7578","10900","1","4180878"
"7579","10901","1","10254-1"
"7580","10902","1","71306-1"
"7581","10903","1","70104-1"
"7582","10904","1","345-2"
"7583","10905","1","2068-1"
"7584","10906","1","9583-1"
"7585","10909","1","3420-4"
"7586","10911","1","44020-1"
"7587","10913","1","7907-14"
"7588","10914","1","71007-2"
"7589","10915","1","1665-1"
"7590","10916","1","3634-1"
"7591","10917","1","8424-1"
"7592","10918","1","40180-1"
"7593","10919","1","60074-1"
"7594","10921","1","K4612-1"
"7595","10923","1","41062-1"
"7596","10927","1","6278-1"
"7597","10929","1","8366-1"
"7598","10932","1","1549-1"
"7599","10934","1","4414-1"
"7600","10935","1","40083-1"
"7601","10937","1","554-1"
"7602","10938","1","4538-1"
"7603","10939","1","7575-7"
"7604","10940","1","9780-1"
"7605","10941","1","9856-1"
"7606","10942","1","90-2"
"7607","10944","1","8785490-1"
"7608","10945","1","40135-1"
"7609","10946","1","8188-1"
"7610","10948","1","3313-1"
"7611","10949","1","1226-1"
"7612","10950","1","6539-1"
"7613","10951","1","41500-1"
"7614","10952","1","HPG04-1"
"7615","10953","1","10027-1"
"7616","10955","1","3538-1"
"7617","10956","1","7952-18"
"7618","10957","1","5160-1"
"7619","10958","1","1194-1"
"7620","10961","1","9862-1"
"7621","10962","1","10623-1"
"7622","10964","1","991337-1"
"7623","10965","1","8184-1"
"7624","10966","1","4878-1"
"7625","10967","1","1242-1"
"7626","10969","1","4790-1"
"7627","10970","1","4175-1"
"7628","10972","1","853429-1"
"7629","10974","1","8998-1"
"7630","10976","1","K9833-2"
"7631","10980","1","6846-1"
"7632","10981","1","7639-1"
"7633","10982","1","5867-1"
"7634","10983","1","1711-1"
"7635","10985","1","5135-1"
"7636","10987","1","481-3"
"7637","10988","1","75092-1"
"7638","10990","1","1875-1"
"7639","10992","1","232-1"
"7640","10993","1","1675-1"
"7641","10994","1","88004-1"
"7642","10995","1","K1383-1"
"7643","10996","1","6305-1"
"7644","10997","1","66380-1"
"7645","10998","1","6273-1"
"7646","10999","1","4706-1"
"7647","11000","1","6324-1"
"7648","11001","1","970614-1"
"7649","11002","1","10251-1"
"7650","11003","1","41013-1"
"7651","11006","1","12-3"
"7652","11007","1","970671-1"
"7653","11008","1","8784-1"
"7654","11010","1","7188-1"
"7655","11011","1","3502-1"
"7656","11012","1","1353-1"
"7657","11013","1","70013-1"
"7658","11014","1","7608-1"
"7659","11015","1","42056-1"
"7660","11017","1","239-2"
"7661","11018","1","53850013-1"
"7662","11020","1","5944-1"
"7663","11021","1","7755-1"
"7664","11022","1","853175-1"
"7665","11025","1","423-3"
"7666","11026","1","2127-1"
"7667","11027","1","8975-1"
"7668","11028","1","6062-1"
"7669","11029","1","4579-1"
"7670","11030","1","71013-3"
"7671","11031","1","1467-1"
"7672","11033","1","7815-1"
"7673","11034","1","7775-1"
"7674","11035","1","10726-1"
"7675","11037","1","5830-1"
"7676","11038","1","10081-1"
"7677","11041","1","40104-1"
"7678","11042","1","7411-1"
"7679","11043","1","K8596-1"
"7680","11044","1","853393-1"
"7681","11046","1","1663-1"
"7682","11049","1","4124-20"
"7683","11050","1","K7094-1"
"7684","11051","1","71001-16"
"7685","11053","1","5004558-1"
"7686","11056","1","75156-1"
"7687","11057","1","6109-1"
"7688","11058","1","8078-1"
"7689","11059","1","5529-1"
"7690","11060","1","453-1"
"7691","11062","1","503-2"
"7692","11063","1","7952-9"
"7693","11064","1","71017-13"
"7694","11065","1","40049-1"
"7695","11067","1","214.7-1"
"7696","11068","1","6805-1"
"7697","11069","1","4679a-1"
"7698","11070","1","DKFriends-1"
"7699","11072","1","fruit2-1"
"7700","11073","1","5934-1"
"7701","11075","1","9660-2"
"7702","11077","1","41016-3"
"7703","11078","1","5155-1"
"7704","11079","1","1272-1"
"7705","11080","1","6321-1"
"7706","11082","1","1794-1"
"7707","11083","1","238-6"
"7708","11084","1","2824-5"
"7709","11085","1","4223-1"
"7710","11086","1","7310-1"
"7711","11087","1","5176-1"
"7712","11088","1","4722-1"
"7713","11090","1","10001-1"
"7714","11093","1","9636-1"
"7715","11094","1","4554-1"
"7716","11095","1","9509-24"
"7717","11096","1","1575-2"
"7718","11098","1","7898-1"
"7719","11099","1","6103-1"
"7720","11100","1","1826-1"
"7721","11101","1","7530-1"
"7722","11102","1","1411-1"
"7723","11103","1","4053-1"
"7724","11104","1","20013-1"
"7725","11105","1","2142-1"
"7726","11107","1","1899-1"
"7727","11108","1","5217-1"
"7728","11112","1","553-1"
"7729","11113","1","3234-1"
"7730","11115","1","5000027-1"
"7731","11116","1","8683-17"
"7732","11118","1","6283-1"
"7733","11119","1","118-3"
"7734","11120","1","70150-1"
"7735","11121","1","673-1"
"7736","11122","1","8533-2"
"7737","11123","1","70006-1"
"7738","11124","1","9280-1"
"7739","11126","1","6299-19"
"7740","11127","1","3365-1"
"7741","11130","1","76017-1"
"7742","11131","1","21302-1"
"7743","11132","1","7034-1"
"7744","11134","1","31063-1"
"7745","11136","1","10041-1"
"7746","11138","1","8683-9"
"7747","11139","1","mln09-1"
"7748","11140","1","4782-1"
"7749","11141","1","5047-1"
"7750","11143","1","71000-18"
"7751","11144","1","41106-1"
"7752","11147","1","5620-1"
"7753","11148","1","75911-1"
"7754","11150","1","1230-2"
"7755","11151","1","8732-1"
"7756","11152","1","1179-1"
"7757","11153","1","7661-1"
"7758","11157","1","1831-2"
"7759","11158","1","8510-1"
"7760","11159","1","4524-11"
"7761","11161","1","128-3"
"7762","11163","1","5277-1"
"7763","11164","1","7831-1"
"7764","11165","1","1912-1"
"7765","11166","1","4526-1"
"7766","11167","1","852845-1"
"7767","11168","1","10045-1"
"7768","11169","1","10253-1"
"7769","11171","1","4107-1"
"7770","11173","1","7574-21"
"7771","11175","1","1722-1"
"7772","11176","1","6067-1"
"7773","11177","1","9698-1"
"7774","11178","1","6221-1"
"7775","11184","1","6348-1"
"7776","11185","1","30263-1"
"7777","11188","1","1889-1"
"7778","11189","1","3726-1"
