index,id,version,set_num,index_sets,name,year,theme_id,num_parts,index_themes,id_sets,name_themes,parent_id
2258,3229,1,3466-1,2578,2 x 8 Dark Green Bricks,2000,254,25,517,254,Bulk Bricks,
2259,3230,1,4539-1,4169,Manual Level Crossing,1991,236,115,223,236,9V,233.0
2260,3231,1,6536-1,6332,Aero Hawk,1993,68,48,64,68,Airport,67.0
2261,3235,1,8970-1,10400,Robo Attack,2009,302,412,532,302,Agents,
2262,3237,1,3449-1,2558,1 x 4 x 6 Black Door Frame with Transparent Blue Panes,2000,254,10,517,254,Bulk Bricks,
2263,3238,1,5951-1,5507,Baby Iguanodon (Polybag),2001,386,23,544,386,Dinosaurs,
2264,3239,1,6803-1,6724,Space Patrol,1983,130,25,124,130,Classic Space,126.0
2265,3240,1,10557-1,300,Giant Tower,2013,504,200,585,504,Duplo,
2266,3241,1,9945-1,11020,Differentials,1998,525,14,440,525,Technic,524.0
2267,3243,1,5002041-1,4652,The LEGO Movie Accessory Pack,2014,578,50,597,578,The LEGO Movie,
2268,3244,1,8246-1,9283,Hydro Racer / Swamp Boat,1999,10,46,8,10,Harbor,5.0
2269,3246,1,932-1,10518,Blue and Yellow Bricks,1973,473,45,400,473,Supplemental,465.0
2270,3247,1,3624-1,2709,Flower Car,1985,390,27,548,390,Fabuland,
2271,3248,1,1120-1,520,Tires (42 mm),1977,443,2,570,443,Service Packs,
2272,3249,1,8619-1,9889,Vahki Keerakh,2004,357,32,320,357,Vahki,324.0
2273,3250,1,116-2,570,Deluxe Motorized Train Set,1968,235,361,222,235,4.5V,233.0
2274,3251,1,75822-1,8318,Piggy Plane Attack,2016,606,168,610,606,Angry Birds,
2275,3252,1,1321-1,809,Worm Gear and Racks,1987,1,22,503,1,Technic,
2276,3253,1,70592-1,7163,Salvage M.E.C.,2016,435,430,563,435,Ninjago,
2277,3254,1,373-2,2801,Ambulance,1971,420,65,363,420,Hospital,411.0
2278,3255,1,8575-1,9827,Kohrak-Kal,2003,330,42,293,330,Bohrok-Kal,324.0
2279,3256,1,3874-1,2929,Ilrion,2012,502,245,419,502,Game,501.0
2280,3258,1,8554-1,9804,Tahnok Va,2002,329,27,292,329,Bohrok Va,324.0
2281,3259,1,4167-1,3712,Mickey's Mansion,2000,388,123,546,388,Disney's Mickey Mouse,
2282,3260,1,KT304-1,11402,Small Train Engine Green,2001,238,2,225,238,My Own Train,236.0
2283,3262,1,671-1,6654,Shell Fuel Tanker,1978,76,73,72,76,Station,67.0
2284,3264,1,71005-9,7411,Milhouse Van Houten,2014,550,5,464,550,The Simpsons,535.0
2285,3265,1,MiniNXT-1,11505,Mini NXT Brick,2008,259,3,242,259,NXT,258.0
2286,3266,1,561504-1,5323,Party And Cake,2015,494,23,581,494,Friends,
2287,3268,1,381-2,2870,Police Headquarters,1979,80,372,76,80,Police,67.0
2288,3269,1,1884-1,1252,Small Bucket,1992,467,193,394,467,Basic,465.0
2289,3270,1,45501-1,4183,EV3 Rechargeable DC Battery,2013,262,1,245,262,EV3,258.0
2290,3271,1,71007-17,7422,LEGO Minifigures Series 12 - Complete,2014,548,16,462,548,Series 12 Minifigures,535.0
2291,3273,1,8712-1,10016,Action Figures,1988,19,14,17,19,Supplemental,1.0
2292,3274,1,540-2,5215,Police Units,1979,80,44,76,80,Police,67.0
2293,3277,1,4837-1,4439,Mini Trains,2008,22,73,504,22,Creator,
2294,3279,1,Glasgow-1,11195,"LEGO Store Grand Opening Exclusive Set, Glasgow UK",2013,408,15,557,408,LEGO Brand Store,
2295,3280,1,8663-1,9930,Fat Trax,2006,120,41,115,120,Tiny Turbos,112.0
2296,3283,1,10521-1,276,Baby Calf,2014,504,9,585,504,Duplo,
2297,3284,1,65128-1,6293,Bohrok Co-Pack (contains 8562 8564 8565),2002,328,3,291,328,Bohrok,324.0
2298,3287,1,1932-1,1283,Basic Building Set + Storage Case,1984,469,82,396,469,Basic Set,465.0
2299,3288,1,30151-1,2029,Mining Dozer,2012,56,33,52,56,Construction,52.0
2300,3289,1,1-11,507,Basic Souvenir Box,1981,469,36,396,469,Basic Set,465.0
2301,3292,1,K8578-1,11320,Ultimate Bohrok-Kal Kit,2003,330,6,293,330,Bohrok-Kal,324.0
2302,3293,1,3563-1,2671,NBA Collectors #4,2003,459,15,389,459,Basketball,458.0
2303,3294,1,5003564-1,4717,Friends Sorting System,2014,501,0,584,501,Gear,
2304,3295,1,4109-1,3455,Curved Road Plates,2002,289,2,261,289,Supplemental,279.0
2305,3296,1,1924-1,1280,Motorcycle,1983,13,103,11,13,Riding Cycle,5.0
2306,3297,1,6984-1,6910,Galactic Mediator,1992,140,406,134,140,Space Police II,126.0
2307,3301,1,253-2,1720,Helicopter and Pilot,1975,364,49,540,364,Building Set with People,
2308,3302,1,7907-17,8844,Advent Calendar 2007 City (Day 16) Train Worker and Briefcase,2007,220,5,208,220,City,217.0
2309,3304,1,8286-1,9319,3 In 1 Car / Amphipower,1996,15,731,13,15,Traffic,5.0
2310,3305,1,41571-1,3682,Tuth,2016,588,67,490,588,Series 8,580.0
2311,3307,1,4508-1,4104,Titan XP,2004,204,784,512,204,Designer Sets,
2312,3308,1,7324-17,7895,Advent Calendar 2005 City (Day 16) Drill Press,2005,220,11,208,220,City,217.0
2313,3309,1,8831-18,10219,Minifigure Series 7 (Box of 60),2012,542,60,456,542,Series 7 Minifigures,535.0
2314,3310,1,6804-1,6725,Surface Rover,1984,130,21,124,130,Classic Space,126.0
2315,3311,1,970679-1,10850,Special Elements For Mechanical Engineering Set,2004,524,130,439,524,Service Packs,507.0
2316,3312,1,8409-1,9391,Spidermonkey,2010,270,21,522,270,Ben 10,
2317,3313,1,65800-1,6407,City Construction Set Value Pack,2005,56,0,52,56,Construction,52.0
2318,3317,1,4970-1,4567,Chrome Crusher,1999,442,168,569,442,Rock Raiders,
2319,3319,1,321-1,2370,Clowns,1965,366,223,326,366,Basic Set,365.0
2320,3320,1,71227-1,7649,LEGO® DIMENSIONS® Krusty Fun Pack,2015,604,38,608,604,Dimensions,
2321,3321,1,6669-1,6612,Diesel Daredevil,1991,82,90,78,82,Race,67.0
2322,3322,1,6302-1,6059,Mini-Figure Set,1982,84,31,80,84,Supplemental,67.0
2323,3328,1,75016-1,7983,Homing Spider Droid,2013,167,295,158,167,Star Wars Episode 2,158.0
2324,3330,1,8729-1,10030,Inika Toa Nuparu,2006,351,55,314,351,Toa Inika,324.0
2325,3331,1,30140-1,2024,ADU Walker,2011,127,34,121,127,Alien Conquest,126.0
2326,3332,1,FRNDSMAGJNGLE-1,11184,LEGO Friends Magazine Issue 'Jungle adventures' Polybag,2014,494,28,581,494,Friends,
2327,3334,1,75908-1,8350,458 Italia GT2,2015,601,156,605,601,Speed Champions,
2328,3335,1,15-1,948,Castle Mini Figures,1984,447,38,378,447,Castle,443.0
2329,3336,1,comcon035-1,11125,The Collector - San Diego Comic-Con 2014 Exclusive,2014,483,8,404,483,Guardians of the Galaxy,482.0
2330,3337,1,7904-13,8813,Advent Calendar 2006 City (Day 12) Train Handcar,2006,220,17,208,220,City,217.0
2331,3338,1,1428-2,898,Small Soccer Set 1 (Polybag),2002,462,20,392,462,Soccer,458.0
2332,3339,1,66307-1,6501,City Super Pack (7245 7732 8401),2009,52,3,48,52,City,50.0
2333,3340,1,8365-1,9358,Tuneable Racer,2003,113,195,108,113,Drome Racers,112.0
2334,3341,1,70147-1,7017,Sir Fangar’s Ice Fortress,2014,571,670,593,571,Legends of Chima,
2335,3343,1,K8603-1,11328,Toa Metru Legends Kit,2004,353,2,316,353,Toa Metru,324.0
2336,3344,1,5001133-1,4621,Monster Fighters Collection,2012,558,7,588,558,Monster Fighters,
2337,3345,1,50011-1,4617,The Battle for Helms Deep,2013,502,338,419,502,Game,501.0
2338,3346,1,7531-1,8204,The Ultimate Jewelry Collection,2004,500,152,583,500,Clikits,
2339,3347,1,8907-1,10324,Rock Hacker,2009,439,29,566,439,Power Miners,
2340,3348,1,6550-1,6351,Outback Racer,1997,89,48,85,89,Outback,50.0
2341,3349,1,5004608-1,4810,Luke Skywalker Watch,2015,501,0,584,501,Gear,
2342,3350,1,30061-1,1973,Attack Wagon,2010,196,36,186,196,Kingdoms,186.0
2343,3351,1,8909-17,10328,Team GB Minifigures - Complete Set,2012,546,9,460,546,Team GB,535.0
2344,3352,1,41230-1,3537,Batgirl Batjet Chase,2017,482,206,580,482,Super Heroes,
2345,3354,1,616-1,5902,Cargo Ship,1976,419,31,362,419,Harbor,411.0
2346,3355,1,5154-1,4967,Decorated Elements,1991,443,26,570,443,Service Packs,
2347,3356,1,6881-1,6807,Lunar Rocket Launcher,1984,130,98,124,130,Classic Space,126.0
2348,3357,1,2173-1,1579,Nuckal,2011,435,26,563,435,Ninjago,
2349,3358,1,4428-23,3995,"Advent Calendar 2012, City (Day 22) Santa's Sled",2012,217,8,205,217,Advent Sub-Set,206.0
2350,3359,1,1715-2,1129,Basic Bricks,1995,254,400,517,254,Bulk Bricks,
2351,3360,1,2150-1,1553,Train Station,1996,236,609,223,236,9V,233.0
2352,3361,1,5493-1,5243,Emergency Rescue Box,2006,37,705,34,37,Basic Set,22.0
2353,3363,1,6046-1,5792,Hemlock Stronghold,1996,191,220,181,191,Dark Forest,186.0
2354,3365,1,KFruit-1,11383,Fruit Set - Hong Kong Lego Show Promotional,2007,33,8,30,33,Food & Drink,23.0
2355,3366,1,802-2,9048,Extra Bricks White,1986,473,62,400,473,Supplemental,465.0
2356,3367,1,kabmars-1,11371,Life on Mars 4-Pack,2001,135,4,129,135,Life On Mars,126.0
2357,3368,1,6253-1,5987,Shipwreck Hideout,2009,153,313,146,153,Pirates II,147.0
2358,3369,1,4464-1,4046,Coca-Cola Bottle Case,2002,462,7,392,462,Soccer,458.0
2359,3371,1,41119-1,3486,Heartlake Cupcake Cafe,2016,494,444,581,494,Friends,
2360,3372,1,033-2,19,Basic Building Set,1968,366,177,326,366,Basic Set,365.0
2361,3374,1,6210-1,5945,Jabba's Sail Barge,2006,169,781,160,169,Star Wars Episode 4/5/6,158.0
2362,3375,1,20005-1,1351,Winged Rahi (Klakk),2008,324,38,538,324,Bionicle,
2363,3376,1,3005-1,1963,Kabaya Promotional Set: Car,1999,12,26,10,12,Race,5.0
2364,3378,1,6299-6,6052,Advent Calendar 2009 Pirates (Day  5) - Cannon,2009,224,8,212,224,Pirates,217.0
2365,3379,1,2250-5,1633,Advent Calendar 2000 (Day  4) Boy,2000,217,10,205,217,Advent Sub-Set,206.0
2366,3382,1,8157-1,9203,Ferrari F1 1:9,2009,114,996,109,114,Ferrari,112.0
2367,3383,1,7952-22,8931,Advent Calendar 2010 Kingdoms (Day 21) - Lion Knight Scale Mail with Quiver and Crossbow,2010,219,6,207,219,Castle,217.0
2368,3386,1,7904-14,8814,Advent Calendar 2006 City (Day 13) Street Cleaner,2006,220,5,208,220,City,217.0
2369,3388,1,71002-16,7363,Lady Robot - Complete Set,2013,547,6,461,547,Series 11 Minifigures,535.0
2370,3389,1,5812-1,5396,King,1999,319,8,283,319,Fairy-Tale,318.0
2371,3390,1,21020-1,1433,The Trevi Fountain,2014,252,730,516,252,Architecture,
2372,3391,1,3467-1,2579,2 x 8 Red Bricks,2000,254,25,517,254,Bulk Bricks,
2373,3392,1,8909-18,10329,Team GB Minifigures - Sealed Box,2012,546,60,460,546,Team GB,535.0
2374,3393,1,1970-1,1306,Pirate's Gun Cart,1993,148,31,141,148,Pirates I,147.0
2375,3394,1,6452-1,6222,Mini Rocket Launcher,1999,93,31,89,93,Space Port,50.0
2376,3395,1,60112-1,5710,Fire Engine,2016,58,375,54,58,Fire,52.0
2377,3396,1,6972-1,6900,Polaris I Space Lab,1987,130,390,124,130,Classic Space,126.0
2378,3397,1,1590-2,1017,ANWB Breakdown Assistance,1982,85,262,81,85,Traffic,67.0
2379,3398,1,Toronto-3,11622,"LEGO Store Grand Opening Exclusive Set, Yorkdale Mall, Toronto, ON, Canada",2013,408,15,557,408,LEGO Brand Store,
2380,3399,1,71010-4,7484,Wacky Witch,2015,552,8,466,552,Series 14 Minifigures,535.0
2381,3401,1,114-1,549,Universal Building Set,1977,469,390,396,469,Basic Set,465.0
2382,3402,1,5002928-1,4689,Party Polybag,2015,494,11,581,494,Friends,
2383,3403,1,1187-1,596,Glider,1999,434,23,562,434,Ninja,
2384,3404,1,2870-1,1874,Paradisa Barbeque,1997,90,21,86,90,Paradisa,50.0
2385,3405,1,8486-1,9464,Mack’s Team Truck,2011,269,384,521,269,Cars,
2386,3406,1,2962-1,1909,Res-Q Lifeguard,1998,92,69,88,92,Res-Q,50.0
2387,3407,1,1298-25,783,Advent Calendar 1998 Classic Basic (Day 24) Airplane,1998,221,10,209,221,Classic Basic,217.0
2388,3408,1,10143-1,126,Death Star II,2005,174,3460,165,174,Star Wars Episode 4/5/6,171.0
2389,3410,1,1298-12,769,Advent Calendar 1998 Classic Basic (Day 11) Boat,1998,221,8,209,221,Classic Basic,217.0
2390,3411,1,4652-1,4313,Tow Truck,2003,292,26,264,292,Traffic,290.0
2391,3413,1,71017-17,7572,March Harriet™,2017,484,6,405,484,Batman,482.0
2392,3414,1,6829-1,6751,Radon Rover,1997,144,53,138,144,UFO,126.0
2393,3415,1,6261-1,5996,Raft Raiders,1992,148,86,141,148,Pirates I,147.0
2394,3416,1,6891-1,6817,Gamma V Laser Craft,1985,130,135,124,130,Classic Space,126.0
2395,3418,1,5002947-1,4699,Admiral Yularen,2015,158,4,510,158,Star Wars,
2396,3419,1,5003580-1,4728,Catwoman Key Light,2014,503,0,420,503,Key Chain,501.0
2397,3420,1,71014-5,7558,Benedikt Höwedes (4),2016,557,6,471,557,DFB Minifigures,535.0
2398,3422,1,4184912-1,3734,Black Bus with Ball (Mannschaftsbus + Ball),2002,462,2,392,462,Soccer,458.0
2399,3423,1,60130-1,5730,Prison Island,2016,61,753,57,61,Police,52.0
2400,3424,1,7644-1,8512,MX-81 Hypersonic Operations Aircraft,2008,137,794,131,137,Mars Mission,126.0
2401,3426,1,7616-1,8489,Basic Red Bucket,2009,37,428,34,37,Basic Set,22.0
2402,3427,1,634-1,6101,Extra Bricks in Red,1996,473,62,400,473,Supplemental,465.0
2403,3428,1,8960-1,10392,Thunder Driller,2009,439,237,566,439,Power Miners,
2404,3429,1,lmg005-1,11460,LEGO Japan Deer,2003,301,13,531,301,Other,
2405,3430,1,5283-1,5131,Balloon Tires Small,1994,453,4,384,453,Technic,443.0
2406,3432,1,4994-1,4578,Fierce Creatures,2008,40,193,37,40,Creature,38.0
2407,3433,1,6409-1,6177,Island Arcade,1993,90,149,86,90,Paradisa,50.0
2408,3434,1,1475-1,926,Airport Security Squad,1991,68,128,64,68,Airport,67.0
2409,3435,1,K8672-1,11337,Ferrari Racing Collection,2006,114,2,109,114,Ferrari,112.0
2410,3437,1,3832-1,2885,The Emergency Room,2008,272,235,524,272,SpongeBob SquarePants,
2411,3440,1,7724-5,8633,Advent Calendar 2008 City (Day  4) Female with Ice Cream,2008,220,5,208,220,City,217.0
2412,3441,1,238-2,1673,Lego System Idea Book (by Samsonite),1961,497,0,582,497,Books,
2413,3442,1,434-1,3910,50 lettered bricks (The Building Toy),1966,371,50,331,371,Supplemental,365.0
2414,3443,1,535-1,5168,Basic Building Set,1990,467,349,394,467,Basic,465.0
2415,3444,1,3380-1,2486,Johnny Thunder Chupa Chups Promotional,2003,300,5,271,300,Orient Expedition,296.0
2416,3445,1,8357-1,9350,Zonic Strike,2003,113,106,108,113,Drome Racers,112.0
2417,3446,1,71008-9,7450,Carpenter,2015,551,7,465,551,Series 13 Minifigures,535.0
2418,3453,1,71009-1,7452,Homer,2015,550,5,464,550,The Simpsons,535.0
2419,3454,1,Lightbulb-1,11420,Celebrating Moments That CLICK Light Bulb,2009,301,57,531,301,Other,
2420,3456,1,8769-1,10062,Visorak's Gate,2005,341,330,304,341,Playsets,324.0
2421,3459,1,SW911506-1,11595,Snowspeeder,2015,163,19,154,163,Star Wars Episode 4/5/6,159.0
2422,3460,1,6306-1,6063,Road Signs,1980,84,12,80,84,Supplemental,67.0
2423,3461,1,9937-1,11012,Small Chain Links,1998,1,108,503,1,Technic,
2424,3462,1,10681-1,385,Creative Building Cube,2014,37,599,34,37,Basic Set,22.0
2425,3463,1,71202-1,7626,LEGO® DIMENSIONS™ The Simpsons™ Level Pack,2015,604,96,608,604,Dimensions,
2426,3464,1,422-1,3841,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks",1966,371,28,331,371,Supplemental,365.0
2427,3465,1,1362-1,854,Air Boat,2001,273,24,525,273,Studios,
2428,3466,1,75014-1,7981,Battle Of Hoth,2013,169,415,160,169,Star Wars Episode 4/5/6,158.0
2429,3467,1,swminifigs-1,11613,Star Wars Minifig Packs 4-Pack,2000,170,4,161,170,Star Wars Other,158.0
2430,3470,1,42052-1,3803,Heavy Lift Helicopter,2016,1,1041,503,1,Technic,
2431,3471,1,6431-1,6200,Road Rescue,1998,92,48,88,92,Res-Q,50.0
2432,3472,1,3842-1,2896,Lunar Command,2009,502,277,419,502,Game,501.0
2433,3473,1,75910-1,8353,Porsche 918 Spyder,2015,601,154,605,601,Speed Champions,
2434,3475,1,2856217-1,1863,LEGO Star Wars III: The Clone Wars,2011,501,0,584,501,Gear,
2435,3476,1,8620-1,9891,Snow Scooter,1986,2,101,0,2,Arctic Technic,1.0
2436,3477,1,6092-1,5839,50 Jahre In Deutschland,2006,37,706,34,37,Basic Set,22.0
2437,3481,1,4594-1,4254,Maverick Sprinter & Hot Arrow,2002,113,66,108,113,Drome Racers,112.0
2438,3482,1,128-2,748,Mobile Crane (Train Base),1972,235,23,222,235,4.5V,233.0
2439,3484,1,557-1,5285,Basic Building Set,1987,467,721,394,467,Basic,465.0
2440,3485,1,10686-1,390,Family House,2015,591,226,601,591,Juniors,
2441,3486,1,75023-14,7996,"Advent Calendar 2013, Star Wars (Day 13) - Battle Droid",2013,225,5,213,225,Star Wars,217.0
2442,3487,1,24-1,1685,Minitalia Train,1971,433,77,561,433,Minitalia,
2443,3489,1,6159-1,5900,Crystal Detector,1998,312,105,279,312,Hydronauts,307.0
2444,3490,1,41001-1,3316,Mia's Magic Tricks,2013,494,92,581,494,Friends,
2445,3491,1,970047-1,10768,Large Tire and Hub (2 tires 2 hubs),2002,524,4,439,524,Service Packs,507.0
2446,3494,1,9617-1,10704,Pneumatics I: Introduction to Air Power Set,1997,1,97,503,1,Technic,
2447,3495,1,5885-1,5458,Triceratops Trapper,2012,481,270,579,481,Dino,
2448,3496,1,30305-1,2145,Spider-Man Super Jumper,2015,488,38,409,488,Spider-Man,482.0
2449,3497,1,3807-1,2866,Snaptrax S45,2002,463,203,572,463,Spybiotics,
2450,3498,1,6664-1,6607,Chopper Cops,1993,80,71,76,80,Police,67.0
2451,3500,1,970004-1,10751,Yellow Band (Pack of 25),2002,524,25,439,524,Service Packs,507.0
2452,3501,1,3442-1,2552,"Legoland California Truck, Limited Edition",1998,85,104,81,85,Traffic,67.0
2453,3502,1,5804-1,5390,Witch's Cottage,1999,319,42,283,319,Fairy-Tale,318.0
2454,3505,1,75023-19,8001,"Advent Calendar 2013, Star Wars (Day 18) - Scout Trooper",2013,225,4,213,225,Star Wars,217.0
2455,3506,1,10566-1,305,Creative Picnic,2014,504,52,585,504,Duplo,
2456,3507,1,1076-15,439,Advent Calendar 1999 (Day 14) Penguin,1999,217,8,205,217,Advent Sub-Set,206.0
2457,3508,1,6653-1,6596,Highway Emergency Van,1982,85,56,81,85,Traffic,67.0
2458,3509,1,8683-1,9951,Tribal Hunter - Complete Set,2010,536,8,450,536,Series 1 Minifigures,535.0
2459,3510,1,8905-1,10323,Thok,2006,340,42,303,340,Piraka,324.0
2460,3511,1,10049-1,70,Large Wheels and Axles,2002,254,31,517,254,Bulk Bricks,
2461,3512,1,9464-1,10589,The Vampire Hearse,2012,558,313,588,558,Monster Fighters,
2462,3513,1,comcon027-1,11117,Spiderwoman - San Diego Comic-Con 2013 Exclusive,2013,488,0,409,488,Spider-Man,482.0
2463,3514,1,1316-1,802,Connector peg,1987,1,150,503,1,Technic,
2464,3515,1,30184-1,2048,Little Helicopter,2013,22,56,504,22,Creator,
2465,3516,1,legobricks-1,11416,Lego Bricks Box,1958,366,2,326,366,Basic Set,365.0
2466,3517,1,30066-4,1977,Circus Tiger Polybag,2013,504,3,585,504,Duplo,
2467,3518,1,60071-1,5667,Hovercraft Arrest,2015,61,328,57,61,Police,52.0
2468,3519,1,5000281-1,4601,Chase McCain,2012,61,4,57,61,Police,52.0
2469,3522,1,6739-1,6676,Truck and Stunt Trikes,2002,407,198,556,407,Island Xtreme Stunts,
2470,3526,1,5132-1,4944,"Wheels, Bearings and Suspension",1995,443,32,570,443,Service Packs,
2471,3528,1,7910-1,8862,Robot Promotional (Duracell),2004,204,29,512,204,Designer Sets,
2472,3530,1,5833-1,5411,Rosita's Wonderful Stable,2001,319,38,283,319,Fairy-Tale,318.0
2473,3531,1,30204-1,2069,Wish Fountain,2015,494,44,581,494,Friends,
2474,3532,1,4798-1,4410,Evil Ogel Attack,2002,305,21,273,305,Mission Deep Sea,304.0
2475,3533,1,41570-1,3680,Skrubz,2016,588,68,490,588,Series 8,580.0
2476,3534,1,2866-1,1873,Animal Playground,1998,504,28,585,504,Duplo,
2477,3538,1,831-1,9341,Black Bricks Parts Pack,1980,473,46,400,473,Supplemental,465.0
2478,3540,1,2535-1,1722,Formula 1 Racing Car,1998,82,30,78,82,Race,67.0
2479,3541,1,846-1,9442,Lighting Bricks,1992,473,45,400,473,Supplemental,465.0
2480,3544,1,8953-1,10386,Makuta Icarax,2008,359,159,322,359,Warriors,324.0
2481,3545,1,8785452-1,10083,MUJI Transparent Set,2010,301,0,531,301,Other,
2482,3546,1,7512-1,8131,Trendy Tote Sky Blue,2003,500,94,583,500,Clikits,
2483,3547,1,2145-1,1543,Stormer 3.0,2011,401,31,350,401,Heroes,400.0
2484,3548,1,8827-12,10192,Skater Girl - Complete Set,2012,541,8,455,541,Series 6 Minifigures,535.0
2485,3550,1,K8381-1,11312,High-Speed Racers Collection,2003,116,2,111,116,Power Racers,112.0
2486,3551,1,8771-1,10065,Jayko (European version without Cards),2004,198,45,188,198,Knights Kingdom II,186.0
2487,3554,1,5508-1,5249,Deluxe Brick Box,2010,37,704,34,37,Basic Set,22.0
2488,3555,1,8818-1,10180,Baja Blaster,1993,11,119,9,11,Off-Road,5.0
2489,3556,1,6056-1,5802,Dragon Wagon,1993,186,109,511,186,Castle,
2490,3557,1,256-1,1737,Police Officers and Motorcycle,1976,364,85,540,364,Building Set with People,
2491,3558,1,5266-1,5113,"Gear Wheel Assortment / Gear Racks, Gear Wheels and Pulley Wheels",1989,453,22,384,453,Technic,443.0
2492,3560,1,1646-2,1074,"Lego Motion 3A, Land Laser - International version",1994,468,17,395,468,Basic Model,465.0
2493,3561,1,5614-1,5316,The Good Wizard,2008,193,16,183,193,Fantasy Era,186.0
2494,3563,1,970616-1,10802,10-Stud Axles (Pack of 50),2002,525,50,440,525,Technic,524.0
2495,3564,1,7574-22,8273,Advent Calendar 2005 Clikits (Day 21) Bangle,2005,222,2,210,222,Clikits,217.0
2496,3567,1,214.3-1,1538,1 x 6 x 2 Double-Pane Window in Frame w/Shutters,1961,371,16,331,371,Supplemental,365.0
2497,3569,1,70411-1,7136,Treasure Island,2015,154,181,147,154,Pirates III,147.0
2498,3570,1,3918-1,2950,Coast Guard Female Key Chain,2002,503,0,420,503,Key Chain,501.0
2499,3571,1,7670-1,8536,Hailfire Droid & Spider Droid,2008,167,249,158,167,Star Wars Episode 2,158.0
2500,3572,1,lfv1-1,11417,Le Fleuriste Collector Vase - Rapid Flore Pop Color,2010,301,352,531,301,Other,
2501,3574,1,00-7,13,Weetabix Promotional Lego Village,1976,413,3,356,413,Building,411.0
2502,3575,1,7673-1,8540,Magna Guard Starfighter,2008,165,430,156,165,Star Wars Clone Wars,158.0
2503,3578,1,5220-1,5065,Styling Pack,2000,19,220,17,19,Supplemental,1.0
2504,3579,1,9700-1,10755,Technic Control Center,1987,529,472,444,529,Technic,507.0
2505,3581,1,5004197-1,4756,Friends Character Encyclopedia,2014,497,6,582,497,Books,
2506,3582,1,3388-1,2496,Xtreme Stunts Snap Lockitt Chupa Chups Promotional,2003,407,4,556,407,Island Xtreme Stunts,
2507,3583,1,75003-1,7968,A-wing Starfighter,2013,169,177,160,169,Star Wars Episode 4/5/6,158.0
2508,3585,1,4447-1,4025,Coca-Cola Forward 2,2002,462,4,392,462,Soccer,458.0
2509,3586,1,K8572-1,11318,Toa Nuva Kit,2003,354,6,317,354,Toa Nuva,324.0
2510,3587,1,40-1,3096,Universal Building Set,1976,469,293,396,469,Basic Set,465.0
2511,3589,1,4547551-1,4178,Darth Vader 10 Year Anniversary Promotional Minifigure,2009,158,7,510,158,Star Wars,
2512,3590,1,10675-1,379,Police – The Big Escape,2014,591,146,601,591,Juniors,
2513,3591,1,3672-1,2753,Hotel / Restaurant,1982,390,60,548,390,Fabuland,
2514,3593,1,308-3,2253,Fire Station,1958,372,109,332,372,Town Plan,365.0
2515,3594,1,3550-1,2655,Jump and Shoot,2003,459,17,389,459,Basketball,458.0
2516,3595,1,4124-2,3554,"Advent Calendar 2001, Creator (Day  1) Cat",2001,217,10,205,217,Advent Sub-Set,206.0
2517,3596,1,2045-1,1396,Car,1999,470,17,397,470,Classic Basic,465.0
2518,3597,1,8653-1,9921,Enzo Ferrari 1:10,2005,114,1357,109,114,Ferrari,112.0
2519,3598,1,2186-1,1587,Seaplane,1997,399,77,551,399,Freestyle,
2520,3599,1,42021-1,3767,Snowmobile,2014,1,185,503,1,Technic,
2521,3600,1,9570-1,10678,NRG Jay,2012,435,20,563,435,Ninjago,
2522,3602,1,41005-1,3320,Heartlake High,2013,494,490,581,494,Friends,
2523,3603,1,6967-2,6893,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,159,42,150,159,Mini,158.0
2524,3604,1,75147-1,8155,StarScavenger,2016,170,557,161,170,Star Wars Other,158.0
2525,3605,1,492-2,4509,Nordic and American Flags,1966,371,8,331,371,Supplemental,365.0
2526,3606,1,6820-1,6741,Starfire I,1986,130,34,124,130,Classic Space,126.0
2527,3607,1,1944-1,1285,Basic Set with Storage Case,1983,469,142,396,469,Basic Set,465.0
2528,3608,1,3368-1,2482,Rocket Launch Center,2011,52,498,48,52,City,50.0
2529,3609,1,5001709-1,4650,Clone Trooper Lieutenant,2013,165,4,156,165,Star Wars Clone Wars,158.0
2530,3611,1,5004600-1,4802,Wonder Woman Minifigure Alarm,2015,501,0,584,501,Gear,
2531,3612,1,7814-1,8704,Crane Wagon with Small Container,1980,235,113,222,235,4.5V,233.0
2532,3614,1,4348-1,3917,Aero Pod,2004,478,36,577,478,X-Pod,
2533,3615,1,40161-1,3156,What Am I?,2016,301,536,531,301,Other,
2534,3616,1,6467-1,6237,Power Pitstop,1999,101,71,97,101,Race,94.0
2535,3617,1,6200-2,5932,Evo,2012,401,36,350,401,Heroes,400.0
2536,3618,1,41508-1,3613,Volectro,2014,581,70,483,581,Series 1,580.0
2537,3619,1,71014-12,7549,André Schürrle (9),2016,557,6,471,557,DFB Minifigures,535.0
2538,3620,1,7994-1,9019,LEGO City Harbor,2007,59,660,55,59,Harbor,52.0
2539,3621,1,5004557-1,4798,Pirates Collection,2015,154,2,147,154,Pirates III,147.0
2540,3622,1,1290-1,758,Kabaya Promotional Set: Red (Volcano Climber) RoboRider,2000,16,35,14,16,RoboRiders,1.0
2541,3623,1,2858-1,1872,Girl with Two Cats,1999,323,5,287,323,Recreation,318.0
2542,3624,1,5041-1,4859,Wire for 9V (9cm),1988,453,1,384,453,Technic,443.0
