index,id,version,set_num,index_sets,name,year,theme_id,num_parts,index_themes,id_sets,name_themes,parent_id
10101,14512,1,8715-1,10018,Ultimate Creatures Accessory Set,2005,346,401,309,346,Supplemental,324.0
10102,14513,1,60052-1,5622,Cargo Train,2014,66,887,62,66,Trains,52.0
10103,14514,1,7687-18,8562,Advent Calendar 2009 City (Day 17) Wheelbarrow and Snowballs,2009,220,14,208,220,City,217.0
10104,14518,1,LOC113-1,11467,Ewar,2013,571,15,593,571,Legends of Chima,
10105,14521,1,10018-1,44,Darth Maul,2001,158,1868,510,158,Star Wars,
10106,14523,1,3707-1,2772,Clover Cow,1982,390,3,548,390,Fabuland,
10107,14524,1,65258-1,6315,Power Chamber with Gahlok Tahnok Va Pahrak Va and Gahlok Va,2003,324,4,538,324,Bionicle,
10108,14526,1,DC1-1,11135,Commemorative Limited Edition Batman Announcement,2006,484,13,405,484,Batman,482.0
10109,14527,1,2112-1,1472,Cole,2011,435,18,563,435,Ninjago,
10110,14528,1,70011-1,6936,Eagles’ Castle,2013,572,372,480,572,Speedorz,571.0
10111,14529,1,4010-1,3098,Police Rescue Boat,1987,363,82,539,363,Boat,
10112,14531,1,7748-1,8658,Corporate Alliance Tank Droid,2009,165,216,156,165,Star Wars Clone Wars,158.0
10113,14532,1,75039-1,8029,V-Wing Starfighter,2014,158,200,510,158,Star Wars,
10114,14533,1,3850-1,2905,Meteor Strike,2010,502,185,419,502,Game,501.0
10115,14535,1,WishingWell-1,11671,Wishing Well [Toys R Us Promo],2013,494,28,581,494,Friends,
10116,14536,1,5146-1,4958,"Plates, Blue",1987,443,42,570,443,Service Packs,
10117,14538,1,7553-24,8237,Advent Calendar 2011 City (Day 23) Dog with Bone,2011,220,2,208,220,City,217.0
10118,14539,1,1204-1,621,"Fences, Red and Black",1984,443,10,570,443,Service Packs,
10119,14540,1,9932-1,11007,Plates Black,1998,524,72,439,524,Service Packs,507.0
10120,14541,1,4838-1,4440,Mini Vehicles,2008,22,79,504,22,Creator,
10121,14543,1,40122-1,3120,Trick or Treat,2015,230,133,218,230,Halloween,206.0
10122,14544,1,4145-1,3598,Freestyle Playcase,1995,399,254,551,399,Freestyle,
10123,14545,1,2543-1,1731,Spacecraft,1998,144,18,138,144,UFO,126.0
10124,14547,1,3424-1,2535,Target Practice,2002,462,36,392,462,Soccer,458.0
10125,14549,1,45505-1,4187,EV3 Gyro Sensor,2013,262,1,245,262,EV3,258.0
10126,14550,1,9891-1,10966,Angle Sensor,1995,1,1,503,1,Technic,
10127,14551,1,23-1,1658,Delivery Truck Set,1971,433,64,561,433,Minitalia,
10128,14552,1,3861-1,2919,LEGO Champion,2011,502,216,419,502,Game,501.0
10129,14554,1,70330-1,7096,ULTIMATE Clay,2016,605,72,609,605,Nexo Knights,
10130,14556,1,5002424-1,4673,LEGO® DC Universe Super Heroes Superman™ Minifigure Clock,2013,501,0,584,501,Gear,
10131,14558,1,9833-1,10917,AC Adapter 230V - 10V Transformer,1996,259,1,242,259,NXT,258.0
10132,14560,1,4221-1,3842,Challenger Set 100,1998,470,65,397,470,Classic Basic,465.0
10133,14561,1,3805-1,2864,Robotics Invention System Upgrade Kit (2.0),2002,260,1,243,260,RCX,258.0
10134,14562,1,1195-1,608,Alien Encounter,2001,135,42,129,135,Life On Mars,126.0
10135,14564,1,10553-1,297,Toddler Build and Play Cubes,2013,505,17,421,505,Basic Set,504.0
10136,14568,1,66409-1,6553,Cars Super Pack 3 in 1 (9478 8201 9485),2012,269,3,521,269,Cars,
10137,14569,1,8055-1,9083,Universal Building Set with Motor,1986,21,186,19,21,Universal Building Set,1.0
10138,14570,1,6915-1,6841,Warp Wing Fighter,1997,144,234,138,144,UFO,126.0
10139,14573,1,8844-1,10257,Helicopter,1981,4,316,2,4,Expert Builder,1.0
10140,14574,1,852535-1,9654,Vintage Minifigure Collection Vol. 2,2009,535,22,587,535,Collectible Minifigures,
10141,14575,1,1175-1,581,4.5v TECHNIC Motor,1982,453,1,384,453,Technic,443.0
10142,14576,1,6164-1,5906,LEGO Rescue Building Set,2007,37,519,34,37,Basic Set,22.0
10143,14578,1,71008-6,7447,Paleontologist,2015,551,7,465,551,Series 13 Minifigures,535.0
10144,14579,1,70737-1,7219,Titan Mech Battle,2015,435,749,563,435,Ninjago,
10145,14580,1,53850017-1,5196,Digger,2017,410,56,354,410,Pick A Model,408.0
10146,14581,1,75128-1,8136,TIE Advanced Prototype,2016,182,93,173,182,Star Wars Rebels,158.0
10147,14582,1,8847-1,10260,Dragster,1983,4,250,2,4,Expert Builder,1.0
10148,14583,1,3063-1,2231,Heartlake Flying Club,2012,494,197,581,494,Friends,
10149,14586,1,8049-1,9076,Tractor with Log Loader,2010,8,525,6,8,Farm,5.0
10150,14587,1,NIN891505-1,11546,Jay foil pack,2015,435,8,563,435,Ninjago,
10151,14588,1,7958-18,8955,Advent Calendar 2011 Star Wars (Day 17) - Weapon Depot,2011,225,10,213,225,Star Wars,217.0
10152,14589,1,6943-1,6867,Zo Weevil,1999,134,20,128,134,Insectoids,126.0
10153,14591,1,41017-1,3356,Squirrel's Tree House,2013,496,41,416,496,Animals,494.0
10154,14592,1,9969-1,11033,Tires and Spoked Hubs,1994,1,24,503,1,Technic,
10155,14594,1,1300-1,791,Lego Mosaik Set (Small),1955,370,47,330,370,Mosaic,365.0
10156,14595,1,3316-23,2441,"Advent Calendar 2012, Friends (Day 22) - Christmas Tree",2012,226,18,214,226,Friends,217.0
10157,14596,1,comcon008-1,11099,Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive,2009,169,16,160,169,Star Wars Episode 4/5/6,158.0
10158,14598,1,5906-1,5476,Ruler of the Jungle,1999,299,23,270,299,Jungle,296.0
10159,14599,1,75023-22,8005,"Advent Calendar 2013, Star Wars (Day 21) - Jango Fett's Slave I",2013,225,20,213,225,Star Wars,217.0
10160,14602,1,880-1,10112,Supplementary Set,1979,4,22,2,4,Expert Builder,1.0
10161,14605,1,DKSS-1,11150,Standing Small,2009,501,1,584,501,Gear,
10162,14607,1,5100-1,4910,TECHNIC Battery Box,1987,453,1,384,453,Technic,443.0
10163,14608,1,1212-2,635,Small House - Left Set,1955,372,21,332,372,Town Plan,365.0
10164,14609,1,40064-1,3061,Monthly Mini Model Build Set April 2013 - Lamb and Sheep,2013,409,32,353,409,Monthly Mini Model Build,408.0
10165,14610,1,5305-1,5151,Connection Wire,1992,456,1,387,456,Train,443.0
10166,14611,1,71218-1,7643,LEGO® DIMENSIONS™ Gollum Fun Pack,2015,604,39,608,604,Dimensions,
10167,14614,1,6519-1,6304,Turbo Tiger,2000,91,46,87,91,Race,50.0
10168,14615,1,4899-1,4486,Farmer & Tractor,2009,57,28,53,57,Farm,52.0
10169,14616,1,5004420-1,4789,Toy Soldier,2016,227,34,215,227,Christmas,206.0
10170,14617,1,4024-14,3221,Advent Calendar 2003 Creator (Day 13) Robot,2003,223,14,211,223,Creator,217.0
10171,14618,1,1491-1,937,Dual Defender,1992,188,49,178,188,Black Knights,186.0
10172,14619,1,7018-1,7040,Viking Ship challenges the Midgard Serpent,2005,474,581,575,474,Vikings,
10173,14620,1,20206-1,1386,"MBA Level Three - Kit 7, The Lost Village",2012,432,229,560,432,Master Building Academy,
10174,14621,1,1626-1,1054,Angel,1989,227,33,215,227,Christmas,206.0
10175,14622,1,70501-1,7150,Samurai Bike,2013,435,210,563,435,Ninjago,
10176,14623,1,40000-1,2988,Santa Claus in the Snow,2009,227,159,215,227,Christmas,206.0
10177,14624,1,4767-1,4390,Harry and the Hungarian Horntail,2005,248,265,234,248,Goblet of Fire,246.0
10178,14625,1,7711-1,8600,Sentry,2006,389,77,547,389,Exo-Force,
10179,14627,1,2250-24,1629,Advent Calendar 2000 (Day 23) Helicopter,2000,217,8,205,217,Advent Sub-Set,206.0
10180,14628,1,4669-1,4331,Turbo-Charged Police Boat,2003,291,54,263,291,Police,290.0
10181,14629,1,4770-1,4393,Blizzard Blaster,2004,306,303,274,306,Mission Deep Freeze,304.0
10182,14630,1,6885-1,6811,Saturn Base Main Team (Crater Crawler),1988,132,101,126,132,Futuron,126.0
10183,14632,1,2230-1,1603,Helicopter and Raft,2008,59,106,55,59,Harbor,52.0
10184,14633,1,71001-12,7339,Revolutionary Soldier - Complete Set,2013,545,6,459,545,Series 10 Minifigures,535.0
10185,14634,1,5976-1,5528,River Expedition,1999,299,318,270,299,Jungle,296.0
10186,14635,1,889-1,10307,Radar Truck,1979,130,29,124,130,Classic Space,126.0
10187,14636,1,7070-1,7189,Catapult Raft,2004,286,23,258,286,Pirates,279.0
10188,14637,1,219-1,1590,2 x 3 Bricks,1958,371,90,331,371,Supplemental,365.0
10189,14638,1,6919-1,6843,Planetary Prowler,1998,134,248,128,134,Insectoids,126.0
10190,14639,1,7850-1,8729,8 Straight Rails Gray 4.5v,1980,243,32,230,243,4.5V,241.0
10191,14642,1,W098-1,11665,"Watch Set, Classic Blue",2006,501,0,584,501,Gear,
10192,14644,1,70595-1,7166,Ultra Stealth Raider,2016,435,1076,563,435,Ninjago,
10193,14645,1,71011-13,7496,Shark Suit Guy,2016,554,5,468,554,Series 15 Minifigures,535.0
10194,14646,1,1828-1,1210,{Basic Promotional Set},1995,468,7,395,468,Basic Model,465.0
10195,14649,1,40055-1,3054,Pumpkin,2013,230,52,218,230,Halloween,206.0
10196,14650,1,5987-1,5539,Dino Research Compound,2000,298,618,269,298,Dino Island,296.0
10197,14652,1,3065-1,2232,Olivia’s Tree House,2012,494,214,581,494,Friends,
10198,14653,1,4120-1,3534,Fun and Cool Transportation,2001,37,608,34,37,Basic Set,22.0
10199,14654,1,4524-14,4127,Advent Calendar 2002 Creator (Day 13) Snowman,2002,223,15,211,223,Creator,217.0
10200,14655,1,7907-3,8854,Advent Calendar 2007 City (Day  2) Fire Hydrant and Tools,2007,220,13,208,220,City,217.0
10201,14657,1,8843-1,10256,Fork Lift Truck,1984,7,272,5,7,Construction,5.0
10202,14658,1,794-1,8907,Storage Box - Yellow,1972,473,1,400,473,Supplemental,465.0
10203,14659,1,70207-1,7050,CHI Cragger,2014,573,58,481,573,Constraction,571.0
10204,14660,1,7267-1,7834,Paramedic,2005,60,13,56,60,Hospital,52.0
10205,14662,1,4349-3,3922,Wild Pod (Toy Fair Nuernberg Promotion),2004,478,44,577,478,X-Pod,
10206,14663,1,700.3A-2,6952,Gift Package,1957,372,0,332,372,Town Plan,365.0
10207,14664,1,991403-1,10992,Technic Angle Beams,2008,525,30,440,525,Technic,524.0
10208,14666,1,41088-1,3452,Puppy Training,2015,494,65,581,494,Friends,
10209,14667,1,7000-1,6922,Baby Ankylosaurus,2001,386,37,544,386,Dinosaurs,
10210,14668,1,40078-1,3073,Hot Dog Cart,2013,22,39,504,22,Creator,
10211,14670,1,10592-1,329,Fire Truck,2015,504,26,585,504,Duplo,
10212,14671,1,71013-7,7543,Wildlife Photographer,2016,556,8,470,556,Series 16 Minifigures,535.0
10213,14673,1,6563-1,6380,Gator Landing,1996,83,237,79,83,Recreation,67.0
10214,14674,1,852922-1,9694,Battle Pack Dragon Knights,2010,196,37,186,196,Kingdoms,186.0
10215,14675,1,111-2,511,Starter Train Set without Motor,1966,235,118,222,235,4.5V,233.0
10216,14676,1,1742-1,1150,Van,1994,83,81,79,83,Recreation,67.0
10217,14677,1,70129-1,6998,Lavertus' Twin Blade,2014,571,181,593,571,Legends of Chima,
10218,14680,1,991402-1,10991,Studless Technic Beams,2008,525,35,440,525,Technic,524.0
10219,14682,1,5320-1,5165,"Plates, Small",1999,443,66,570,443,Service Packs,
10220,14683,1,8201-1,9239,Radiator Springs Classic Mater,2011,269,52,521,269,Cars,
10221,14684,1,5015-1,4840,Skateboard Bill,2003,460,17,390,460,Gravity Games,458.0
10222,14686,1,k34433-1,11231,Lego Mosaic Johnny Thunder,2003,277,2126,251,277,Mosaic,276.0
10223,14687,1,1561-1,995,Stunt Chopper,1990,68,30,64,68,Airport,67.0
10224,14688,1,2075-1,1406,Prop Plane,1999,470,14,397,470,Classic Basic,465.0
10225,14689,1,8684-16,9977,Pharaoh - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
10226,14690,1,4192-1,3744,Fountain of Youth,2011,263,127,519,263,Pirates of the Caribbean,
10227,14691,1,70009-1,6931,Worriz’s Combat Lair,2013,571,657,593,571,Legends of Chima,
10228,14694,1,9668-1,10729,Energy Display,2010,532,1,447,532,Supplemental,529.0
10229,14695,1,71009-16,7459,Dr Hibbert,2015,550,5,464,550,The Simpsons,535.0
10230,14697,1,9396-1,10564,Helicopter,2012,5,1055,3,5,Model,1.0
10231,14701,1,6376-1,6140,Breezeway Cafe (Breezeway Café),1990,75,194,71,75,Food & Drink,67.0
10232,14702,1,8805-7,10169,Zookeeper - Complete Set,2011,540,7,454,540,Series 5 Minifigures,535.0
10233,14704,1,70163-1,7028,Toxikita's Toxic Meltdown,2014,303,428,272,303,Ultra Agents,302.0
10234,14705,1,8059-1,9086,Seabed Scavenger,2010,315,119,535,315,Atlantis,
10235,14706,1,40220-1,3200,London Bus,2016,22,117,504,22,Creator,
10236,14707,1,21307-1,1515,Caterham Seven 620R,2016,576,770,595,576,LEGO Ideas and CUUSOO,
10237,14708,1,7968-1,8978,Strong,2010,116,90,111,116,Power Racers,112.0
10238,14710,1,53850005-1,5187,Panda,2015,410,35,354,410,Pick A Model,408.0
10239,14711,1,shell98small-1,11587,Shell Town 1998 Promotional (complete set),1998,301,10,531,301,Other,
10240,14713,1,6128-1,5873,Function 2008,2008,324,22,538,324,Bionicle,
10241,14714,1,1954-2,1290,Basic Set with Storage Case,1984,469,141,396,469,Basic Set,465.0
10242,14715,1,79115-1,8878,Turtle Van Takedown,2014,570,367,592,570,Teenage Mutant Ninja Turtles,
10243,14716,1,7582-1,8316,Royal Summer Palace,2007,319,174,283,319,Fairy-Tale,318.0
10244,14717,1,tsuper-1,11644,Technic Super Set,1991,12,3,10,12,Race,5.0
10245,14720,1,7869-1,8754,Battle for Geonosis,2011,165,335,156,165,Star Wars Clone Wars,158.0
10246,14721,1,41561-1,3671,Tapsy,2016,587,57,489,587,Series 7,580.0
10247,14722,1,5865-1,5441,Mini Dumper,2010,22,60,504,22,Creator,
10248,14723,1,4627-1,4292,Fun With Bricks,2012,504,85,585,504,Duplo,
10249,14724,1,6733-1,6670,Snap's Cruiser,2002,407,19,556,407,Island Xtreme Stunts,
10250,14725,1,1868-1,1236,Freestyle Box,1996,399,220,551,399,Freestyle,
10251,14726,1,8591-2,9855,Vorahk - With Shadow Kraata,2003,344,45,307,344,Rahkshi,324.0
10252,14727,1,41551-1,3661,Snax,2015,586,51,488,586,Series 6,580.0
10253,14729,1,6098-1,5846,King Leo's Castle,2000,197,538,187,197,Knights Kingdom I,186.0
10254,14730,1,10036-1,58,Pizza To Go,2002,75,150,71,75,Food & Drink,67.0
10255,14731,1,70007-1,6929,Eglor's Twin Bike,2013,571,224,593,571,Legends of Chima,
10256,14732,1,8876-1,10292,Scorpion Prison Cave,2005,198,279,188,198,Knights Kingdom II,186.0
10257,14734,1,41099-1,3463,Heartlake Skate Park,2015,494,198,581,494,Friends,
10258,14736,1,21012-1,1424,Sydney Opera House,2012,252,270,516,252,Architecture,
10259,14737,1,4207-1,3821,City Garage,2012,63,932,59,63,Traffic,52.0
10260,14738,1,1424-1,893,Stunt Go-Kart (Kabaya Promotional),2001,273,25,525,273,Studios,
10261,14739,1,7820-1,8710,Mail Van,1980,233,211,514,233,Train,
10262,14741,1,76057-1,8456,Spider-Man: Web Warriors Ultimate Bridge Battle,2016,488,1090,409,488,Spider-Man,482.0
10263,14742,1,5066-1,4884,Magnetic Train Coupler,1987,456,6,387,456,Train,443.0
10264,14743,1,1560-3,993,Crest Basic Building Set,1985,467,27,394,467,Basic,465.0
10265,14744,1,1631-1,1059,Black Racer,1990,82,23,78,82,Race,67.0
10266,14747,1,70811-1,7276,The Flying Flusher,2014,578,350,597,578,The LEGO Movie,
10267,14749,1,4547-1,4177,Club Car,1993,236,292,223,236,9V,233.0
10268,14750,1,1890-1,1257,Octan Racer,1992,82,47,78,82,Race,67.0
10269,14751,1,7291-1,7854,Street Rebel,2012,22,196,504,22,Creator,
10270,14752,1,852708-1,9666,LEGO Minifigure Cake Mould,2009,501,0,584,501,Gear,
10271,14753,1,3843-1,2897,Ramses Pyramid,2009,502,231,419,502,Game,501.0
10272,14754,1,4659-1,4319,Duplo Garbage Truck,2005,504,13,585,504,Duplo,
10273,14755,1,853475-1,9772,Imperial Gunner Key Chain,2015,503,0,420,503,Key Chain,501.0
10274,14756,1,319-1,2363,Truck with Trailer,1965,378,74,338,378,Traffic,373.0
10275,14757,1,71007-1,7414,Wizard,2014,548,11,462,548,Series 12 Minifigures,535.0
10276,14759,1,2887-1,1891,Petrol Station Attendant and Pump,1997,76,15,72,76,Station,67.0
10277,14760,1,41115-1,3482,Emma's Creative Workshop,2016,494,107,581,494,Friends,
10278,14761,1,626-2,5997,Red Cross Helicopter,1978,78,36,74,78,Hospital,67.0
10279,14767,1,9386-1,10553,Doors Windows & Roof Tiles,2010,528,278,443,528,Supplemental,507.0
10280,14768,1,8192-1,9228,Lime Racer,2010,120,43,115,120,Tiny Turbos,112.0
10281,14769,1,60024-9,5599,"Advent Calendar 2013, City (Day  8)",2013,220,8,208,220,City,217.0
10282,14770,1,30496-1,2202,U-Wing Fighter,2017,185,55,176,185,Star Wars Rogue One,158.0
10283,14772,1,8756-1,10053,Sidorak,2005,347,211,310,347,Titans,324.0
10284,14774,1,1088-1,482,Road Burner,1999,87,25,83,87,Extreme Team,50.0
10285,14775,1,3188-1,2361,Heartlake Vet,2012,494,371,581,494,Friends,
10286,14777,1,75056-5,8067,Advent Calendar 2014 Star Wars (Day 4) - Clone Trooper with Santa Hat,2014,225,5,213,225,Star Wars,217.0
10287,14778,1,41126-1,3493,Heartlake Riding Club,2016,494,582,581,494,Friends,
10288,14779,1,343-1,2543,Train Ferry,1968,377,147,337,377,Harbor,373.0
10289,14780,1,7575-8,8308,Advent Calendar 2004 Clikits (Day  7) Gift Tag with Icons,2004,222,4,210,222,Clikits,217.0
10290,14781,1,5868-1,5444,Ferocious Creatures,2010,38,416,35,38,Model,22.0
10291,14782,1,NEX271607-1,11536,Firecracker Catapult,2016,605,17,609,605,Nexo Knights,
10292,14785,1,5080-1,4900,Remote Control for Switch,1989,456,1,387,456,Train,443.0
10293,14786,1,4712-1,4351,Troll on the Loose,2002,251,69,237,251,Sorcerer's Stone,246.0
10294,14790,1,65716-1,6391,Limited Edition Collector Pack with Vohtarak Sidorak and Life-Size Toa Hordika Mask (8742 8756),2004,324,3,538,324,Bionicle,
10295,14791,1,116-1,568,Starter Train Set with Motor,1967,235,364,222,235,4.5V,233.0
10296,14793,1,545-1,5232,Build-N-Store Chest,1990,467,423,394,467,Basic,465.0
10297,14794,1,1552-1,983,Maersk Line Container Truck,1985,70,377,66,70,Cargo,67.0
10298,14796,1,8047-1,9074,Compact Excavator,2010,7,252,5,7,Construction,5.0
10299,14797,1,8030-1,9054,Universal Building Set,1982,21,141,19,21,Universal Building Set,1.0
10300,14798,1,6784-1,6715,Creative Sorter,2012,504,26,585,504,Duplo,
10301,14800,1,414-4,3595,"Windows Parts Pack, White (The Building Toy)",1966,371,10,331,371,Supplemental,365.0
10302,14801,1,6566-1,6384,Bank,1997,103,106,99,103,Traffic,94.0
10303,14802,1,4206-2,3814,Recycling Truck,2012,63,296,59,63,Traffic,52.0
10304,14803,1,4286025-1,3879,Big Wheels Pack Dirt Crusher (Green),2005,119,10,114,119,Supplemental,112.0
10305,14804,1,9564-1,10674,Snappa,2012,435,20,563,435,Ninjago,
10306,14805,1,7913-1,8887,Clone Trooper Battle Pack,2011,165,85,156,165,Star Wars Clone Wars,158.0
10307,14806,1,10248-1,230,Ferrari F40,2015,22,1157,504,22,Creator,
10308,14807,1,5396-1,5207,Transparent Windows and Bricks,1996,443,8,570,443,Service Packs,
10309,14810,1,44000-1,3927,Furno XL,2013,401,103,350,401,Heroes,400.0
10310,14811,1,B004-1,11049,2 x 4 Ridge Roof Tile Low Sloped Black,2003,254,25,517,254,Bulk Bricks,
10311,14812,1,K10124-1,11217,Ultimate Plane Kit,2003,276,3,527,276,Sculptures,
10312,14813,1,7002-1,6946,Baby Brachiosaurus,2001,386,31,544,386,Dinosaurs,
10313,14814,1,8702-1,10006,Lord Vladek,2006,198,112,188,198,Knights Kingdom II,186.0
10314,14815,1,214.1-1,1532,1 x 6 x 3 Window with Frame,1961,371,12,331,371,Supplemental,365.0
10315,14817,1,970039-1,10763,Lever Arm (Pack of 50),2002,525,50,440,525,Technic,524.0
10316,14818,1,700.C.2-1,6962,Individual 1 x 6 x 3 3-Pane Window (with glass),1954,371,4,331,371,Supplemental,365.0
10317,14820,1,10500-1,256,Horse Stable,2013,504,44,585,504,Duplo,
10318,14822,1,K4480-1,11241,Jabba's Palace Kit,2003,169,3,160,169,Star Wars Episode 4/5/6,158.0
10319,14824,1,9736-1,10867,Exploration Mars,1999,260,158,243,260,RCX,258.0
10320,14825,1,3316-15,2432,"Advent Calendar 2012, Friends (Day 14) - Dog Basket with Bone",2012,226,9,214,226,Friends,217.0
10321,14828,1,75048-1,8038,The Phantom,2014,182,233,173,182,Star Wars Rebels,158.0
10322,14830,1,8946-1,10380,Photok,2008,333,14,296,333,Matoran of Light,324.0
10323,14832,1,10111-1,107,Foliferous Tree,2001,254,10,517,254,Bulk Bricks,
10324,14833,1,7907-19,8846,Advent Calendar 2007 City (Day 18) Signal Mast,2007,220,9,208,220,City,217.0
10325,14834,1,7590-1,8345,Woody and Buzz to the Rescue,2010,275,92,526,275,Toy Story,
10326,14835,1,71258-1,7675,E.T. the Extra-Terrestrial™ Fun Pack,2016,604,42,608,604,Dimensions,
10327,14836,1,FR561502-1,11167,Dressing table,2015,494,22,581,494,Friends,
10328,14837,1,75032-1,8022,X-Wing Fighter,2014,159,97,150,159,Mini,158.0
10329,14838,1,4090-1,3305,Motion Madness,2003,406,244,555,406,Inventor,
10330,14839,1,7113-1,7614,Tusken Raider Encounter,2002,167,93,158,167,Star Wars Episode 2,158.0
10331,14841,1,75916-1,8359,Dilophosaurus Ambush,2015,602,246,606,602,Jurassic World,
10332,14842,1,8491-1,9467,Ram Rod,2008,116,71,111,116,Power Racers,112.0
10333,14844,1,79008-1,8796,Pirate Ship Ambush,2013,569,754,479,569,The Return of the King,566.0
10334,14845,1,6735-1,6672,Air Chase,2002,407,85,556,407,Island Xtreme Stunts,
10335,14846,1,1219-1,648,TECHNIC Beams & Plates [Red],1982,453,20,384,453,Technic,443.0
10336,14847,1,3674-1,2755,Bonnie Bunny's New House,1987,390,41,548,390,Fabuland,
10337,14848,1,7574-6,8280,Advent Calendar 2005 Clikits  (Day 5) Bangle,2005,222,3,210,222,Clikits,217.0
10338,14849,1,880002-3,10104,World Cup UK Starter Set,1998,462,7,392,462,Soccer,458.0
10339,14851,1,4915-1-b1,4501,Loader Trailer,2007,26,0,23,26,Construction,23.0
10340,14852,1,200-4,1371,"LEGO Town Plan Board, Continental European Cardboard Version",1959,372,1,332,372,Town Plan,365.0
10341,14854,1,4524-18,4131,Advent Calendar 2002 Creator (Day 17) Whale,2002,223,9,211,223,Creator,217.0
10342,14855,1,540-3,5217,Swiss Villa,1973,413,150,356,413,Building,411.0
10343,14857,1,5190-1,5010,Seats and Windscreens,1989,443,7,570,443,Service Packs,
10344,14858,1,10218-1,199,Pet Shop,2011,155,2034,509,155,Modular Buildings,
10345,14859,1,4924-5,4530,Advent Calendar 2004 Creator (Day  4) Robot,2004,223,19,211,223,Creator,217.0
10346,14861,1,6938-1,6861,Scorpion Detector,1996,131,196,125,131,Exploriens,126.0
10347,14862,1,60115-1,5713,4 x 4 Off Roader,2016,64,184,60,64,Off-Road,52.0
10348,14863,1,71009-5,7465,Bart,2015,550,6,464,550,The Simpsons,535.0
10349,14864,1,8167-1,9214,Jump Riders,2009,116,208,111,116,Power Racers,112.0
10350,14868,1,10064-1,84,Light Gray Plates 1 x n,2002,254,84,517,254,Bulk Bricks,
10351,14869,1,200-2,1367,Building Ideas Book,1985,501,0,584,501,Gear,
10352,14870,1,9866-1,10948,Light and Transparent Bricks,1992,1,12,503,1,Technic,
10353,14872,1,340-1,2501,Basic Building Set,1985,467,220,394,467,Basic,465.0
10354,14873,1,8479-1,9458,Barcode Multi-Set,1997,15,1269,13,15,Traffic,5.0
10355,14874,1,celeb2015-1,11082,Tatooine Mini-build - Star Wars Celebration Exclusive,2015,158,178,510,158,Star Wars,
10356,14875,1,5979-1,5531,Max Security Transport,2009,141,315,135,141,Space Police III,126.0
10357,14877,1,4820-1,4432,Princess' Palace,2005,504,71,585,504,Duplo,
10358,14878,1,5571-1,5286,Giant Truck,1996,278,1746,528,278,Model Team,
10359,14879,1,10510-1,265,Ripslinger's Air Race,2013,504,40,585,504,Duplo,
10360,14882,1,30247-1,2100,ARC-170 Starfighter,2014,158,54,510,158,Star Wars,
10361,14884,1,810-1,9134,Basic Motor Set,1985,473,33,400,473,Supplemental,465.0
10362,14885,1,75903-1,8348,Haunted Lighthouse,2015,603,435,607,603,Scooby-Doo,
10363,14886,1,430-1,3893,Biplane,1975,412,18,355,412,Airport,411.0
10364,14887,1,3418-1,2524,Point Shooting,2001,462,24,392,462,Soccer,458.0
10365,14888,1,4556-1,4203,Train Station,1999,236,232,223,236,9V,233.0
10366,14889,1,31004-1,2262,Fierce Flyer,2013,22,166,504,22,Creator,
10367,14890,1,10573-1,312,Creative Animals,2014,504,25,585,504,Duplo,
10368,14891,1,8289-1,9322,Fire Truck,2006,9,1012,7,9,Fire,5.0
10369,14893,1,5002780-1,4678,LEGO® Play Book,2013,497,0,582,497,Books,
10370,14894,1,21-2,1491,Truck,1971,433,33,561,433,Minitalia,
10371,14895,1,lwp03-1,11493,LEGO World Denmark Puzzle Promo 2010,2010,301,7,531,301,Other,
10372,14896,1,7724-15,8619,Advent Calendar 2008 City (Day 14) Life Vest Fins and Bouy,2008,220,6,208,220,City,217.0
10373,14898,1,28-1,1792,Train Contact Plate with Cables,1977,456,2,387,456,Train,443.0
10374,14899,1,6835-1,6758,Saucer Scout,1994,142,47,136,142,Spyrius,126.0
10375,14900,1,8300-1,9333,LEGO TECHNIC Team,2000,19,6,17,19,Supplemental,1.0
10376,14902,1,40040-1,3039,Monthly Mini Model Build July 2012 - Olympic Flame,2012,409,15,353,409,Monthly Mini Model Build,408.0
10377,14903,1,70755-1,7240,Jungle Raider,2015,435,187,563,435,Ninjago,
10378,14905,1,5168-1,4980,Digger Bucket Assembly,1987,443,4,570,443,Service Packs,
10379,14906,1,70127-1,6996,Wolf Legend Beast,2014,574,109,482,574,Legend Beasts,571.0
10380,14908,1,1247-1,706,Patrol Car,1999,50,32,505,50,Town,
10381,14910,1,1278-1,743,Johnny Thunder & Baby T,2000,298,23,269,298,Dino Island,296.0
10382,14912,1,7040-1,7127,Dwarves' Mine Defender,2008,193,86,183,193,Fantasy Era,186.0
10383,14913,1,242B-1,1695,"International Flags - Britain, France, Austria, Portugal, LEGO",1961,371,5,331,371,Supplemental,365.0
10384,14914,1,4597068-1,4258,Boba Fett,2010,170,1,161,170,Star Wars Other,158.0
10385,14915,1,3310-1,2419,Commentator and Press Box,1998,462,94,392,462,Soccer,458.0
10386,14917,1,10660-1,363,Pink Suitcase,2013,37,157,34,37,Basic Set,22.0
10387,14918,1,40213-1,3192,Monthly Mini Model Build June 2016 - Sea Plane,2016,409,24,353,409,Monthly Mini Model Build,408.0
10388,14919,1,78579-1,8738,Action Pack (Target Exclusive),1998,50,4,505,50,Town,
10389,14921,1,K4611-1,11254,Jack Stone Police Rescue Kit,2001,281,4,253,281,Police,280.0
